#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr9-474	chr9	96195952	96196452	+	192.2	0.712	547.5	87.9	0.0	1.07
chr15-507	chr15	36742696	36743196	+	192.2	0.719	581.5	19.3	0.0	0.99
chr13-312	chr13	94073298	94073798	+	192.2	0.66	559.5	29.31	0.0	1.01
chr11-853	chr11	117353124	117353624	+	192.2	0.752	503.0	35.86	0.0	1.19
chr9-467	chr9	56041598	56042098	+	192.2	0.723	550.0	223.85	0.0	1.06
chr5-597	chr5	129518101	129518601	+	192.2	0.784	503.0	34.28	0.0	1.2
chr4-610	chr4	95053008	95053508	+	192.2	0.695	519.0	16.86	0.0	1.13
chr1-583	chr1	194658466	194658966	+	192.2	0.774	541.5	29.99	0.0	1.06
chr1-505	chr1	118369025	118369525	+	192.2	0.649	575.5	48.82	0.0	0.99
chr4-601	chr4	152325526	152326026	+	192.1	0.776	525.0	70.68	0.0	1.14
chr18-270	chr18	9957793	9958293	+	192.1	0.724	552.0	156.39	0.0	1.06
chr16-270	chr16	49289048	49289548	+	192.1	0.685	544.0	107.83	0.0	1.04
chr15-2272	chr15	97097540	97098040	+	192.1	0.691	173.0	26.59	0.0	1.21
chr6-410	chr6	84270522	84271022	+	192.1	0.725	548.0	16.32	0.0	1.07
chr6-423	chr6	43666040	43666540	+	192.1	0.744	540.5	167.12	0.0	1.05
chr3-337	chr3	126596629	126597129	+	192.1	0.613	576.5	38.09	0.0	0.98
chr3-403	chr3	53463395	53463895	+	192.1	0.705	536.0	122.68	0.0	1.11
chr2-721	chr2	174075995	174076495	+	192.1	0.732	497.0	86.34	0.0	1.19
chr2-679	chr2	57181827	57182327	+	192.1	0.705	509.0	39.08	0.0	1.24
chr2-644	chr2	34802022	34802522	+	192.1	0.747	523.5	50.66	0.0	1.13
chr15-630	chr15	34419778	34420278	+	191.9	0.746	529.5	12.63	0.0	1.12
chr18-329	chr18	74267907	74268407	+	191.9	0.779	502.5	193.81	0.0	1.13
chr18-268	chr18	61482301	61482801	+	191.9	0.667	554.5	32.45	0.0	1.04
chr16-237	chr16	10976233	10976733	+	191.9	0.751	571.5	20.04	0.0	1.0
chr10-2736	chr10	128270209	128270709	+	191.9	0.778	119.5	39.3	0.0	1.32
chr9-3058	chr9	43684587	43685087	+	191.9	0.747	121.0	25.83	0.0	1.21
chr12-1119	chr12	105516951	105517451	+	191.9	0.713	249.0	38.39	0.0	1.12
chr5-1612	chr5	111877115	111877615	+	191.9	0.684	257.0	9.37	0.0	1.09
chr1-545	chr1	189727720	189728220	+	191.9	0.615	557.0	19.24	0.0	1.02
chr1-646	chr1	170644231	170644731	+	191.9	0.805	517.5	25.9	0.0	1.16
chr1-429	chr1	138596047	138596547	+	191.8	0.709	607.5	18.0	0.0	0.95
chr2-489	chr2	32174015	32174515	+	191.8	0.64	587.0	42.02	0.0	0.96
chr5-594	chr5	112367823	112368323	+	191.8	0.775	505.0	116.82	0.0	1.15
chr6-529	chr6	35539644	35540144	+	191.8	0.78	492.5	133.9	0.0	1.22
chr6-1487	chr6	140535450	140535950	+	191.8	0.717	242.0	17.51	0.0	1.19
chr11-697	chr11	88164638	88165138	+	191.8	0.579	558.5	9.46	0.0	1.03
chr13-1488	chr13	98262898	98263398	+	191.8	0.704	213.0	55.6	0.0	1.33
chr15-572	chr15	34082428	34082928	+	191.8	0.667	553.0	109.05	0.0	1.04
chr15-700	chr15	76878915	76879415	+	191.8	0.787	500.0	36.1	0.0	1.23
chr17-395	chr17	27154200	27154700	+	191.8	0.687	570.0	10.03	0.0	1.0
chr19-315	chr19	10525261	10525761	+	191.8	0.66	527.5	94.78	0.0	1.08
chr9-595	chr9	108560148	108560648	+	191.7	0.788	496.0	21.22	0.0	1.21
chr18-234	chr18	11915526	11916026	+	191.7	0.658	581.0	74.07	0.0	0.99
chr10-487	chr10	82690408	82690908	+	191.7	0.704	509.5	36.94	0.0	1.13
chr2-683	chr2	172999834	173000334	+	191.7	0.698	508.0	64.5	0.0	1.2
chr2-715	chr2	167313779	167314279	+	191.7	0.736	498.0	47.26	0.0	1.22
chr2-682	chr2	26445638	26446138	+	191.7	0.594	508.0	20.47	0.0	1.15
chr9-518	chr9	70284497	70284997	+	191.6	0.732	529.0	36.81	0.0	1.11
chr16-291	chr16	20611336	20611836	+	191.6	0.733	527.5	40.44	0.0	1.13
chr13-385	chr13	63431258	63431758	+	191.6	0.649	516.0	114.61	0.0	1.11
chr11-857	chr11	102284575	102285075	+	191.6	0.752	502.5	16.78	0.0	1.18
chr10-365	chr10	69208147	69208647	+	191.6	0.721	581.0	23.04	0.0	0.97
chr8-530	chr8	69832225	69832725	+	191.6	0.703	538.0	34.62	0.0	1.06
chr8-526	chr8	18595237	18595737	+	191.6	0.704	540.0	46.4	0.0	1.05
chr4-390	chr4	81309803	81310303	+	191.6	0.704	622.0	138.37	0.0	0.9
chr3-439	chr3	107931598	107932098	+	191.6	0.775	522.0	58.12	0.0	1.14
chr2-654	chr2	79635002	79635502	+	191.6	0.685	521.0	57.14	0.0	1.11
chr9-509	chr9	117833569	117834069	+	191.5	0.704	532.5	205.32	0.0	1.08
chr17-3182	chr17	47293932	47294432	+	191.5	0.721	86.0	25.83	0.0	1.53
chr13-359	chr13	74770479	74770979	+	191.5	0.733	528.0	142.47	0.0	1.05
chr12-2579	chr12	73110320	73110820	+	191.5	0.744	94.5	42.54	0.0	1.37
chr11-680	chr11	96918994	96919494	+	191.5	0.736	562.0	19.58	0.0	1.0
chr15-586	chr15	81523094	81523594	+	191.5	0.696	548.0	38.21	0.0	1.05
chr5-557	chr5	134540858	134541358	+	191.5	0.78	516.0	29.39	0.0	1.12
chr2-610	chr2	151529654	151530154	+	191.5	0.613	537.5	20.59	0.0	1.06
chr2-566	chr2	109848266	109848766	+	191.5	0.666	555.5	56.23	0.0	1.0
chr1-568	chr1	97769848	97770348	+	191.5	0.713	548.0	206.14	0.0	1.12
chr2-474	chr2	72438918	72439418	+	191.5	0.73	592.5	88.36	0.0	0.96
chr3-417	chr3	116194577	116195077	+	191.5	0.731	531.5	69.48	0.0	1.11
chr7-516	chr7	30649991	30650491	+	191.3	0.801	504.0	115.49	0.0	1.2
chr12-386	chr12	112274017	112274517	+	191.3	0.693	524.5	44.23	0.0	1.1
chr11-757	chr11	94189458	94189958	+	191.3	0.713	538.5	23.84	0.0	1.08
chr9-6174	chr9	57618771	57619271	+	191.3	0.728	52.5	8.73	0.0	1.49
chr12-327	chr12	85126904	85127404	+	191.3	0.732	562.0	41.41	0.0	1.03
chr6-429	chr6	90604644	90605144	+	191.3	0.746	536.0	75.29	0.0	1.08
chr4-628	chr4	150008820	150009320	+	191.3	0.591	512.5	41.25	0.0	1.14
chr4-585	chr4	138216916	138217416	+	191.3	0.76	533.5	44.42	0.0	1.08
chr2-606	chr2	109677851	109678351	+	191.3	0.679	540.0	37.86	0.0	1.06
chr6-384	chr6	89239460	89239960	+	191.3	0.684	559.5	39.76	0.0	1.02
chr14-299	chr14	121797565	121798065	+	191.2	0.563	552.0	54.09	0.0	1.07
chr16-295	chr16	29882522	29883022	+	191.2	0.756	523.0	52.14	0.0	1.13
chr15-603	chr15	80070279	80070779	+	191.2	0.703	540.5	12.06	0.0	1.04
chr5-535	chr5	64198533	64199033	+	191.2	0.756	523.5	32.13	0.0	1.15
chr4-3423	chr4	134396000	134396500	+	191.2	0.804	116.5	114.9	0.0	1.43
chr12-2157	chr12	3389240	3389740	+	191.1	0.76	117.0	48.34	0.0	1.23
chr16-234	chr16	95831434	95831934	+	191.1	0.743	574.5	7.91	0.0	1.01
chr16-235	chr16	30070661	30071161	+	191.1	0.685	572.0	15.2	0.0	1.01
chr16-4252	chr16	29915225	29915725	+	191.1	0.691	43.0	18.67	0.0	1.9
chr13-369	chr13	90981196	90981696	+	191.1	0.709	522.0	53.27	0.0	1.13
chr13-323	chr13	32370697	32371197	+	191.1	0.765	551.5	203.85	0.0	1.08
chr12-316	chr12	9839875	9840375	+	191.1	0.57	567.0	31.93	0.0	1.03
chr1-1759	chr1	168432172	168432672	+	191.1	0.69	267.5	54.17	0.0	1.12
chr11-753	chr11	117081092	117081592	+	191.1	0.647	540.5	23.08	0.0	1.13
chr9-577	chr9	44320125	44320625	+	191.1	0.78	504.5	11.81	0.0	1.21
chr5-361	chr5	31636826	31637326	+	191.1	0.708	608.5	16.95	0.0	0.94
chr2-593	chr2	130496854	130497354	+	191.1	0.74	545.5	66.44	0.0	1.07
chr2-435	chr2	116975664	116976164	+	191.1	0.693	611.0	30.09	0.0	0.96
chr2-520	chr2	44977119	44977619	+	191.1	0.618	573.5	18.37	0.0	1.05
chr9-399	chr9	107605064	107605564	+	191.1	0.691	584.5	11.42	0.0	0.99
chr8-548	chr8	94787431	94787931	+	191.0	0.611	529.0	12.37	0.0	1.1
chr16-1219	chr16	4964067	4964567	+	191.0	0.71	190.0	38.31	0.0	1.33
chr14-619	chr14	55724412	55724912	+	191.0	0.738	371.0	23.43	0.0	1.04
chr11-813	chr11	63922118	63922618	+	191.0	0.734	519.5	96.17	0.0	1.13
chr10-2073	chr10	78338115	78338615	+	191.0	0.78	165.5	72.51	0.0	1.23
chr10-361	chr10	59509188	59509688	+	191.0	0.721	583.5	58.42	0.0	0.97
chr9-463	chr9	78256103	78256603	+	191.0	0.757	551.0	113.66	0.0	1.04
chr9-544	chr9	96478453	96478953	+	191.0	0.788	517.5	155.34	0.0	1.19
chr8-565	chr8	78509071	78509571	+	191.0	0.62	522.5	95.35	0.0	1.13
chr6-435	chr6	86403961	86404461	+	191.0	0.67	533.5	30.99	0.0	1.13
chr5-652	chr5	66199958	66200458	+	191.0	0.803	485.0	111.62	0.0	1.2
chr5-468	chr5	35893035	35893535	+	191.0	0.701	551.0	25.35	0.0	1.09
chr4-2102	chr4	59204668	59205168	+	191.0	0.723	203.5	31.63	0.0	1.25
chr1-499	chr1	23271232	23271732	+	191.0	0.653	577.5	34.25	0.0	1.04
chr8-1747	chr8	46225553	46226053	+	191.0	0.706	225.5	50.57	0.0	1.19
chr10-408	chr10	25392773	25393273	+	190.8	0.728	551.5	97.26	0.0	1.09
chrX-116	chrX	103622283	103622783	+	190.8	0.803	497.0	56.14	0.0	1.2
chr12-322	chr12	95599238	95599738	+	190.8	0.729	564.0	151.01	0.0	1.04
chr5-619	chr5	77309924	77310424	+	190.8	0.702	495.0	47.4	0.0	1.19
chr8-1182	chr8	31975742	31976242	+	190.8	0.735	332.5	104.33	0.0	1.12
chr1-448	chr1	169704303	169704803	+	190.8	0.684	600.0	69.42	0.0	0.95
chr1-2351	chr1	153572177	153572677	+	190.8	0.656	206.0	20.99	0.0	1.21
chr12-2351	chr12	103425693	103426193	+	190.7	0.765	106.0	67.5	0.0	1.5
chr19-316	chr19	6334658	6335158	+	190.7	0.722	527.0	50.32	0.0	1.13
chr16-267	chr16	94313079	94313579	+	190.7	0.609	550.5	42.18	0.0	1.09
chr15-1513	chr15	28081142	28081642	+	190.7	0.773	273.0	131.78	0.0	1.12
chr13-333	chr13	13606081	13606581	+	190.7	0.76	544.5	62.43	0.0	1.06
chr7-440	chr7	101310517	101311017	+	190.7	0.768	541.0	27.34	0.0	1.05
chr5-490	chr5	23408154	23408654	+	190.7	0.754	542.0	8.99	0.0	1.08
chr2-569	chr2	127335818	127336318	+	190.7	0.683	554.5	21.74	0.0	1.02
chr1-471	chr1	176827444	176827944	+	190.7	0.724	592.0	14.66	0.0	0.98
chr5-446	chr5	113975437	113975937	+	190.6	0.697	562.5	19.39	0.0	1.02
chr15-655	chr15	75841709	75842209	+	190.6	0.758	518.0	12.66	0.0	1.15
chr10-627	chr10	81266404	81266904	+	190.6	0.79	446.5	43.36	0.0	1.32
chr5-3168	chr5	104380537	104381037	+	190.6	0.785	123.0	34.85	0.0	1.32
chr3-429	chr3	122470886	122471386	+	190.6	0.744	527.5	19.72	0.0	1.11
chr3-314	chr3	102471141	102471641	+	190.6	0.685	594.0	16.29	0.0	0.94
chr8-3162	chr8	22693117	22693617	+	190.5	0.751	112.0	94.46	0.0	1.37
chr15-801	chr15	78406449	78406949	+	190.5	0.643	459.0	32.92	0.0	1.3
chr15-9117	chr15	32778571	32779071	+	190.5	0.801	33.5	60.01	0.0	1.73
chr14-359	chr14	73441821	73442321	+	190.5	0.798	512.5	45.03	0.0	1.17
chr11-758	chr11	52648811	52649311	+	190.5	0.758	538.0	35.85	0.0	1.09
chr9-691	chr9	63602276	63602776	+	190.5	0.717	457.0	30.37	0.0	1.26
chr9-622	chr9	47530057	47530557	+	190.5	0.738	485.0	62.58	0.0	1.22
chr7-448	chr7	43579372	43579872	+	190.5	0.685	539.0	48.8	0.0	1.16
chr5-408	chr5	117363228	117363728	+	190.5	0.734	581.0	41.25	0.0	1.02
chr5-471	chr5	114926174	114926674	+	190.5	0.633	549.0	52.46	0.0	1.02
chr4-2918	chr4	89056831	89057331	+	190.5	0.635	139.5	11.13	0.0	1.43
chr4-2408	chr4	81970379	81970879	+	190.5	0.743	174.5	127.38	0.0	1.25
chr3-289	chr3	98374354	98374854	+	190.5	0.669	611.0	18.73	0.0	0.93
chr1-486	chr1	138619076	138619576	+	190.5	0.676	585.0	26.73	0.0	0.98
chr1-458	chr1	23271232	23271732	+	190.5	0.669	596.5	34.14	0.0	0.98
chr4-629	chr4	149445210	149445710	+	190.4	0.741	512.0	33.96	0.0	1.16
chr5-460	chr5	74753643	74754143	+	190.4	0.695	555.5	48.34	0.0	1.02
chr6-475	chr6	127335395	127335895	+	190.4	0.731	513.0	35.59	0.0	1.1
chr10-333	chr10	108173132	108173632	+	190.4	0.722	601.0	43.32	0.0	1.0
chr13-306	chr13	92656756	92657256	+	190.4	0.736	563.5	31.34	0.0	1.05
chr17-457	chr17	14619888	14620388	+	190.4	0.74	537.5	13.34	0.0	1.06
chr12-345	chr12	54696942	54697442	+	190.2	0.553	550.5	34.14	0.0	1.1
chr14-397	chr14	51064683	51065183	+	190.2	0.654	486.5	15.49	0.0	1.22
chr13-1609	chr13	95553788	95554288	+	190.2	0.778	199.5	22.31	0.0	1.18
chr14-306	chr14	121797565	121798065	+	190.2	0.537	546.0	53.51	0.0	1.08
chr7-371	chr7	125472208	125472708	+	190.2	0.683	575.5	55.51	0.0	1.01
chr5-505	chr5	64298358	64298858	+	190.2	0.713	534.5	39.83	0.0	1.1
chr4-485	chr4	44167783	44168283	+	190.2	0.665	578.0	70.46	0.0	1.02
chr8-1121	chr8	126809193	126809693	+	190.1	0.753	345.5	31.67	0.0	1.14
chrX-84	chrX	56597862	56598362	+	190.1	0.754	538.5	172.45	0.0	1.07
chr18-317	chr18	34508071	34508571	+	190.1	0.762	509.5	52.46	0.0	1.12
chr15-557	chr15	76456665	76457165	+	190.1	0.465	562.5	7.67	0.0	1.06
chr11-856	chr11	76406640	76407140	+	190.1	0.751	502.5	25.59	0.0	1.21
chr10-529	chr10	127120956	127121456	+	190.1	0.783	487.5	80.39	0.0	1.22
chr9-547	chr9	33187121	33187621	+	190.1	0.747	516.0	158.14	0.0	1.14
chr3-442	chr3	94953859	94954359	+	190.1	0.721	520.5	77.99	0.0	1.13
chr8-738	chr8	86350060	86350560	+	190.1	0.829	455.5	62.46	0.0	1.33
chr6-483	chr6	108212793	108213293	+	190.1	0.762	510.0	221.75	0.0	1.14
chr4-697	chr4	123803565	123804065	+	190.1	0.774	486.0	32.15	0.0	1.2
chr4-557	chr4	43523282	43523782	+	190.1	0.7	544.0	23.51	0.0	1.07
chr4-764	chr4	43493085	43493585	+	190.1	0.64	463.5	25.61	0.0	1.29
chr2-437	chr2	59676450	59676950	+	190.1	0.718	610.0	24.09	0.0	0.93
chr8-543	chr8	70642936	70643436	+	190.1	0.77	530.5	21.47	0.0	1.1
chr8-3388	chr8	75083721	75084221	+	190.0	0.84	102.5	41.24	0.0	1.44
chr15-503	chr15	69079170	69079670	+	190.0	0.656	585.0	214.52	0.0	0.98
chr14-304	chr14	121797565	121798065	+	190.0	0.584	548.5	53.67	0.0	1.08
chr14-280	chr14	31830481	31830981	+	190.0	0.684	573.5	176.08	0.0	0.97
chr10-410	chr10	75434412	75434912	+	190.0	0.742	551.5	118.47	0.0	1.03
chr8-2277	chr8	95080539	95081039	+	190.0	0.668	167.5	15.18	0.0	1.44
chr8-574	chr8	85648548	85649048	+	190.0	0.765	518.0	132.51	0.0	1.15
chr8-2904	chr8	69716309	69716809	+	190.0	0.729	124.5	23.78	0.0	1.43
chr6-352	chr6	140548018	140548518	+	190.0	0.694	579.0	24.79	0.0	0.98
chr5-554	chr5	150996496	150996996	+	190.0	0.806	517.5	174.68	0.0	1.13
chr3-438	chr3	83055143	83055643	+	190.0	0.752	522.0	249.18	0.0	1.11
chr1-603	chr1	172500919	172501419	+	190.0	0.604	533.5	17.56	0.0	1.1
chr5-549	chr5	14728683	14729183	+	190.0	0.785	518.0	252.03	0.0	1.14
chr2-665	chr2	35270377	35270877	+	189.9	0.732	516.0	11.44	0.0	1.13
chr4-580	chr4	53227775	53228275	+	189.9	0.685	535.0	44.0	0.0	1.07
chr4-513	chr4	94094406	94094906	+	189.9	0.708	562.5	207.74	0.0	1.04
chr4-588	chr4	133241564	133242064	+	189.9	0.609	531.5	33.77	0.0	1.11
chr11-877	chr11	101732683	101733183	+	189.9	0.766	498.0	57.69	0.0	1.17
chr12-396	chr12	54696942	54697442	+	189.9	0.655	518.0	34.06	0.0	1.09
chr15-3125	chr15	81856012	81856512	+	189.9	0.829	118.5	13.18	0.0	1.54
chr19-271	chr19	37959488	37959988	+	189.9	0.657	564.5	35.86	0.0	1.03
chr12-288	chr12	73416279	73416779	+	189.7	0.728	595.5	64.1	0.0	0.97
chr11-728	chr11	76469500	76470000	+	189.7	0.726	547.5	21.88	0.0	1.04
chrX-88	chrX	101222418	101222918	+	189.7	0.665	534.0	193.28	0.0	1.1
chr11-718	chr11	74770518	74771018	+	189.7	0.735	550.5	143.43	0.0	1.1
chr8-4298	chr8	106529783	106530283	+	189.7	0.715	76.0	34.56	0.0	1.45
chr8-460	chr8	10606332	10606832	+	189.7	0.632	583.5	50.1	0.0	0.97
chr2-609	chr2	4298757	4299257	+	189.7	0.768	537.5	39.4	0.0	1.09
chr1-585	chr1	72878590	72879090	+	189.7	0.669	540.0	40.34	0.0	1.07
chr2-4129	chr2	44969168	44969668	+	189.7	0.773	114.0	18.02	0.0	1.33
chr8-597	chr8	126809193	126809693	+	189.6	0.753	508.5	31.58	0.0	1.15
chrX-77	chrX	48284657	48285157	+	189.6	0.642	556.0	67.79	0.0	1.01
chr16-315	chr16	91646862	91647362	+	189.6	0.708	509.5	47.81	0.0	1.13
chr12-410	chr12	72748294	72748794	+	189.6	0.572	509.0	19.77	0.0	1.1
chr11-917	chr11	113060922	113061422	+	189.6	0.77	484.5	29.13	0.0	1.23
chr9-528	chr9	33901617	33902117	+	189.6	0.755	523.5	77.28	0.0	1.11
chr8-605	chr8	119558576	119559076	+	189.6	0.752	504.5	105.95	0.0	1.18
chr8-2216	chr8	86350060	86350560	+	189.6	0.829	173.0	62.15	0.0	1.34
chr8-495	chr8	78797912	78798412	+	189.6	0.735	559.0	51.76	0.0	1.06
chr7-411	chr7	127776771	127777271	+	189.6	0.678	553.5	29.51	0.0	1.12
chr6-1983	chr6	146959837	146960337	+	189.6	0.683	178.0	31.82	0.0	1.17
chr1-725	chr1	173766801	173767301	+	189.6	0.745	481.0	307.28	0.0	1.31
chr1-699	chr1	150151313	150151813	+	189.6	0.795	492.0	50.92	0.0	1.23
chr7-488	chr7	127254124	127254624	+	189.5	0.738	516.5	22.28	0.0	1.1
chr14-1115	chr14	121824506	121825006	+	189.5	0.732	222.0	49.72	0.0	1.25
chr8-524	chr8	83566464	83566964	+	189.5	0.776	541.0	79.38	0.0	1.07
chr11-798	chr11	70969793	70970293	+	189.5	0.678	524.0	67.74	0.0	1.17
chr3-1276	chr3	83055143	83055643	+	189.5	0.754	276.0	245.76	0.0	1.12
chr1-2858	chr1	72593330	72593830	+	189.5	0.741	165.0	12.83	0.0	1.35
chr1-4514	chr1	72724353	72724853	+	189.5	0.795	95.5	53.18	0.0	1.35
chr2-6245	chr2	131902717	131903217	+	189.5	0.713	71.5	60.24	0.0	1.36
chr6-3096	chr6	70843964	70844464	+	189.4	0.639	107.0	39.43	0.0	1.48
chr12-2097	chr12	31056388	31056888	+	189.4	0.675	121.0	35.73	0.0	1.44
chr11-971	chr11	102308942	102309442	+	189.4	0.762	470.5	13.46	0.0	1.26
chr11-819	chr11	69037253	69037753	+	189.4	0.652	517.5	8.42	0.0	1.13
chr8-566	chr8	88272070	88272570	+	189.4	0.716	522.0	5.05	1.0299999999999999e-277	1.08
chr6-1718	chr6	113696661	113697161	+	189.4	0.642	207.5	18.23	0.0	1.34
chr10-3535	chr10	30712514	30713014	+	189.4	0.699	90.0	30.95	0.0	1.44
chr5-427	chr5	13526858	13527358	+	189.4	0.712	570.5	170.45	0.0	0.99
chr4-494	chr4	106827663	106828163	+	189.4	0.716	575.5	42.34	0.0	0.97
chr4-622	chr4	43381775	43382275	+	189.4	0.697	514.5	15.51	0.0	1.08
chr3-394	chr3	108256805	108257305	+	189.4	0.731	539.5	189.81	0.0	1.1
chr2-579	chr2	70182102	70182602	+	189.4	0.751	550.5	155.46	0.0	1.04
chr2-504	chr2	3683884	3684384	+	189.4	0.67	580.0	139.01	0.0	0.99
chr19-803	chr19	35924256	35924756	+	189.3	0.702	291.0	196.73	0.0	1.09
chr11-617	chr11	58302279	58302779	+	189.3	0.699	582.5	17.86	0.0	1.0
chr19-346	chr19	35143067	35143567	+	189.3	0.711	510.0	99.13	0.0	1.15
chr18-276	chr18	14782903	14783403	+	189.3	0.728	549.5	165.21	0.0	1.07
chr17-420	chr17	62882796	62883296	+	189.3	0.67	559.5	72.96	0.0	0.99
chr17-1609	chr17	56507068	56507568	+	189.3	0.663	194.5	24.64	0.0	1.17
chr16-241	chr16	22839437	22839937	+	189.3	0.717	570.0	31.02	0.0	1.04
chr14-309	chr14	9284856	9285356	+	189.3	0.676	543.0	111.34	0.0	1.07
chr11-574	chr11	77807901	77808401	+	189.3	0.695	598.5	11.39	0.0	0.95
chr1-537	chr1	138619076	138619576	+	189.3	0.659	557.5	26.51	0.0	1.0
chr11-601	chr11	8364926	8365426	+	189.3	0.609	588.0	18.62	0.0	0.97
chr6-376	chr6	112888704	112889204	+	189.3	0.701	564.5	45.93	0.0	1.03
chr6-501	chr6	108212793	108213293	+	189.3	0.763	502.5	218.56	0.0	1.13
chr4-698	chr4	137540302	137540802	+	189.3	0.776	485.5	63.1	0.0	1.2
chr3-338	chr3	126596629	126597129	+	189.3	0.591	575.5	37.32	0.0	0.97
chr2-509	chr2	121575550	121576050	+	189.3	0.696	577.0	30.03	0.0	0.99
chr2-538	chr2	24562797	24563297	+	189.3	0.71	567.0	167.56	0.0	1.02
chr1-618	chr1	65178980	65179480	+	189.3	0.708	526.5	39.34	0.0	1.09
chr6-334	chr6	135141380	135141880	+	189.3	0.736	588.0	63.2	0.0	0.98
chr10-432	chr10	118393968	118394468	+	189.1	0.771	536.0	212.67	0.0	1.09
chr19-321	chr19	55239735	55240235	+	189.1	0.789	524.0	13.38	0.0	1.11
chr17-519	chr17	64093671	64094171	+	189.1	0.675	504.0	57.81	0.0	1.2
chr17-516	chr17	15510579	15511079	+	189.1	0.773	507.0	40.33	0.0	1.15
chr14-416	chr14	8154003	8154503	+	189.1	0.764	477.0	26.04	0.0	1.29
chr10-389	chr10	115315355	115315855	+	189.1	0.664	563.5	24.18	0.0	0.98
chr9-513	chr9	14380789	14381289	+	189.1	0.73	530.0	76.97	0.0	1.1
chr8-1035	chr8	106415075	106415575	+	189.1	0.7	367.0	40.15	0.0	1.14
chr8-466	chr8	36727409	36727909	+	189.1	0.744	578.5	83.54	0.0	1.0
chr7-443	chr7	101853825	101854325	+	189.1	0.719	540.5	46.63	0.0	1.07
chr5-599	chr5	31290925	31291425	+	189.0	0.773	501.5	142.22	0.0	1.2
chr7-2006	chr7	29180430	29180930	+	189.0	0.765	193.5	38.68	0.0	1.23
chr9-440	chr9	22085235	22085735	+	189.0	0.735	559.0	27.72	0.0	1.04
chr12-375	chr12	111442356	111442856	+	189.0	0.765	532.0	12.31	0.0	1.07
chr13-301	chr13	84347917	84348417	+	189.0	0.716	565.5	166.25	0.0	1.01
chr14-295	chr14	45657915	45658415	+	189.0	0.724	554.0	125.27	0.0	1.01
chr14-329	chr14	79301336	79301836	+	189.0	0.758	526.0	100.23	0.0	1.09
chr15-589	chr15	26374916	26375416	+	189.0	0.586	546.5	9.3	0.0	1.1
chr19-328	chr19	10041227	10041727	+	189.0	0.697	519.5	21.58	0.0	1.08
chrX-68	chrX	72044049	72044549	+	189.0	0.735	583.5	272.07	0.0	0.98
chr15-492	chr15	102100088	102100588	+	188.9	0.565	593.0	18.14	0.0	0.97
chr12-328	chr12	69539233	69539733	+	188.9	0.709	561.0	17.77	0.0	1.04
chr17-467	chr17	26972821	26973321	+	188.9	0.739	532.0	85.62	0.0	1.08
chr19-261	chr19	28284198	28284698	+	188.9	0.63	572.5	32.44	0.0	0.98
chr13-375	chr13	93192264	93192764	+	188.9	0.735	519.0	249.76	0.0	1.14
chr17-564	chr17	23563981	23564481	+	188.9	0.737	487.0	17.12	0.0	1.16
chr4-1826	chr4	150909637	150910137	+	188.9	0.779	237.5	23.59	0.0	1.2
chr4-661	chr4	11254034	11254534	+	188.9	0.696	496.5	133.23	0.0	1.2
chr1-702	chr1	65186385	65186885	+	188.9	0.786	491.0	42.43	0.0	1.18
chr1-597	chr1	62442695	62443195	+	188.9	0.761	537.5	42.66	0.0	1.07
chr4-633	chr4	134468850	134469350	+	188.9	0.598	511.5	41.86	0.0	1.13
chr12-372	chr12	82072745	82073245	+	188.8	0.755	534.0	57.01	0.0	1.08
chr17-1964	chr17	27083589	27084089	+	188.8	0.738	154.5	41.31	0.0	1.44
chr15-558	chr15	5195886	5196386	+	188.8	0.718	562.0	96.26	0.0	1.01
chr14-333	chr14	120299698	120300198	+	188.8	0.746	523.0	13.94	0.0	1.12
chr13-349	chr13	48260612	48261112	+	188.8	0.746	535.0	149.95	0.0	1.07
chr12-520	chr12	91588254	91588754	+	188.8	0.771	457.0	37.33	0.0	1.32
chr11-678	chr11	50632252	50632752	+	188.8	0.724	562.5	117.17	0.0	1.01
chr10-520	chr10	25787959	25788459	+	188.8	0.678	491.5	52.81	0.0	1.16
chr8-502	chr8	64946964	64947464	+	188.8	0.679	554.0	114.28	0.0	1.05
chr8-511	chr8	46429799	46430299	+	188.8	0.739	549.5	148.21	0.0	1.06
chr2-661	chr2	156278529	156279029	+	188.8	0.778	518.0	41.76	0.0	1.18
chr2-448	chr2	102958402	102958902	+	188.8	0.633	605.0	8.91	0.0	0.92
chr3-490	chr3	95658487	95658987	+	188.7	0.763	495.0	9.0	0.0	1.12
chr8-522	chr8	34806871	34807371	+	188.7	0.641	542.0	30.6	0.0	1.04
chr7-375	chr7	63816337	63816837	+	188.7	0.641	571.5	87.82	0.0	0.97
chr7-419	chr7	30280252	30280752	+	188.7	0.593	549.5	55.87	0.0	1.11
chr5-1762	chr5	57756970	57757470	+	188.7	0.728	235.5	46.89	0.0	1.14
chr2-769	chr2	32727361	32727861	+	188.7	0.808	482.0	21.16	0.0	1.26
chr2-599	chr2	168549316	168549816	+	188.7	0.765	542.5	16.23	0.0	1.07
chr2-717	chr2	135525739	135526239	+	188.7	0.753	497.0	152.54	0.0	1.21
chr2-407	chr2	127333022	127333522	+	188.7	0.63	624.0	21.37	0.0	0.89
chr19-287	chr19	34686161	34686661	+	188.5	0.728	550.0	122.54	0.0	1.02
